SubCategory,Month,Value Column Name,Value
"Water Heaters","Apr","Margin %","44.75854556771617"
"Water Heaters","Apr","Total Customers","6"
"Water Heaters","May","Sales","19722"
"Water Heaters","May","Margin","2520"
"Water Heaters","May","Margin %","12.777608761788866"
"Water Heaters","May","Total Customers","9"
"Water Heaters","Jun","Sales","16917"
"Water Heaters","Jun","Margin","297"
"Water Heaters","Jun","Margin %","1.7556304309274695"
"Water Heaters","Jun","Total Customers","7"
"Water Heaters","Jul","Sales","27776"
"Water Heaters","Jul","Margin","12296"
"Water Heaters","Jul","Margin %","44.2684331797235"
"Water Heaters","Jul","Total Customers","7"
"Water Heaters","Aug","Sales","33032"
"Water Heaters","Aug","Margin","3518"
"Water Heaters","Aug","Margin %","10.65027851780092"
"Water Heaters","Aug","Total Customers","15"
"Water Heaters","Sep","Sales","46057"
"Water Heaters","Sep","Margin","11491"
"Water Heaters","Sep","Margin %","24.949519074190675"
"Water Heaters","Sep","Total Customers","19"
"Water Heaters","Oct","Sales","62725"
"Water Heaters","Oct","Margin","12169"
"Water Heaters","Oct","Margin %","19.400557991231565"
"Water Heaters","Oct","Total Customers","26"
"Water Heaters","Nov","Sales","39404"
"Water Heaters","Nov","Margin","6452"
"Water Heaters","Nov","Margin %","16.373972185564917"
"Water Heaters","Nov","Total Customers","15"
"Water Heaters","Dec","Sales","50152"
"Water Heaters","Dec","Margin","12160"
"Water Heaters","Dec","Margin %","24.246291274525444"
"Water Heaters","Dec","Total Customers","17"
