SubCategory,Month,Value Column Name,Value
"Computers Accessories","Jan","Sales - Forecast","8968.66"
"Computers Accessories","Jan","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Feb","Forecast","5706.74"
"Computers Accessories","Feb","Sales","12142"
"Computers Accessories","Feb","Sales - Forecast","6435.26"
"Computers Accessories","Feb","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Mar","Forecast","3695.6099999999997"
"Computers Accessories","Mar","Sales","7863"
"Computers Accessories","Mar","Sales - Forecast","4167.39"
"Computers Accessories","Mar","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Apr","Forecast","3860.58"
"Computers Accessories","Apr","Sales","8214"
"Computers Accessories","Apr","Sales - Forecast","4353.42"
"Computers Accessories","Apr","(Sales - Forecast)%","1.127659574468085"
"Computers Accessories","May","Forecast","2318.98"
"Computers Accessories","May","Sales","4934"
"Computers Accessories","May","Sales - Forecast","2615.02"
"Computers Accessories","May","(Sales - Forecast)%","1.127659574468085"
"Computers Accessories","Jun","Forecast","1365.35"
"Computers Accessories","Jun","Sales","2905"
"Computers Accessories","Jun","Sales - Forecast","1539.65"
"Computers Accessories","Jun","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Jul","Forecast","4154.8"
"Computers Accessories","Jul","Sales","8840"
"Computers Accessories","Jul","Sales - Forecast","4685.2"
"Computers Accessories","Jul","(Sales - Forecast)%","1.127659574468085"
"Computers Accessories","Aug","Forecast","4396.849999999999"
"Computers Accessories","Aug","Sales","9355"
"Computers Accessories","Aug","Sales - Forecast","4958.150000000001"
"Computers Accessories","Aug","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Sep","Forecast","8022.9"
"Computers Accessories","Sep","Sales","17070"
"Computers Accessories","Sep","Sales - Forecast","9047.1"
"Computers Accessories","Sep","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Oct","Forecast","6294.24"
"Computers Accessories","Oct","Sales","13392"
"Computers Accessories","Oct","Sales - Forecast","7097.76"
"Computers Accessories","Oct","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Nov","Forecast","6301.759999999999"
"Computers Accessories","Nov","Sales","13408"
"Computers Accessories","Nov","Sales - Forecast","7106.240000000001"
"Computers Accessories","Nov","(Sales - Forecast)%","1.1276595744680853"
"Computers Accessories","Dec","Forecast","5997.67"
"Computers Accessories","Dec","Sales","12761"
"Computers Accessories","Dec","Sales - Forecast","6763.33"
"Computers Accessories","Dec","(Sales - Forecast)%","1.127659574468085"
"Coffee Machines","Jan","Forecast","40200.22"
"Coffee Machines","Jan","Sales","48434"
"Coffee Machines","Jan","Sales - Forecast","8233.779999999999"
"Coffee Machines","Jan","(Sales - Forecast)%","0.2048192771084337"
"Coffee Machines","Feb","Forecast","17759.51"
"Coffee Machines","Feb","Sales","21397"
"Coffee Machines","Feb","Sales - Forecast","3637.4900000000016"
"Coffee Machines","Feb","(Sales - Forecast)%","0.20481927710843384"
"Coffee Machines","Mar","Forecast","32514.42"
"Coffee Machines","Mar","Sales","39174"
"Coffee Machines","Mar","Sales - Forecast","6659.580000000002"
"Coffee Machines","Mar","(Sales - Forecast)%","0.20481927710843378"
"Coffee Machines","Apr","Forecast","3422.0899999999997"
"Coffee Machines","Apr","Sales","4123"
"Coffee Machines","Apr","Sales - Forecast","700.9100000000003"
"Coffee Machines","Apr","(Sales - Forecast)%","0.20481927710843384"
"Coffee Machines","May","Forecast","15416.42"
"Coffee Machines","May","Sales","18574"
"Coffee Machines","May","Sales - Forecast","3157.58"
"Coffee Machines","May","(Sales - Forecast)%","0.20481927710843373"
"Coffee Machines","Jun","Forecast","25029.48"
"Coffee Machines","Jun","Sales","30156"
"Coffee Machines","Jun","Sales - Forecast","5126.52"
"Coffee Machines","Jun","(Sales - Forecast)%","0.20481927710843376"
"Coffee Machines","Jul","Forecast","18597.809999999998"
"Coffee Machines","Jul","Sales","22407"
"Coffee Machines","Jul","Sales - Forecast","3809.1900000000023"
"Coffee Machines","Jul","(Sales - Forecast)%","0.2048192771084339"
"Coffee Machines","Aug","Forecast","43241.34"
"Coffee Machines","Aug","Sales","52098"
"Coffee Machines","Aug","Sales - Forecast","8856.660000000003"
"Coffee Machines","Aug","(Sales - Forecast)%","0.20481927710843384"
"Coffee Machines","Sep","Forecast","41392.1"
"Coffee Machines","Sep","Sales","49870"
"Coffee Machines","Sep","Sales - Forecast","8477.900000000001"
"Coffee Machines","Sep","(Sales - Forecast)%","0.20481927710843378"
"Coffee Machines","Oct","Forecast","75550.75"
"Coffee Machines","Oct","Sales","91025"
"Coffee Machines","Oct","Sales - Forecast","15474.25"
"Coffee Machines","Oct","(Sales - Forecast)%","0.20481927710843373"
"Coffee Machines","Nov","Forecast","50005.84"
"Coffee Machines","Nov","Sales","60248"
"Coffee Machines","Nov","Sales - Forecast","10242.160000000003"
"Coffee Machines","Nov","(Sales - Forecast)%","0.20481927710843378"
"Coffee Machines","Dec","Forecast","31848.76"
"Coffee Machines","Dec","Sales","38372"
"Coffee Machines","Dec","Sales - Forecast","6523.240000000002"
"Coffee Machines","Dec","(Sales - Forecast)%","0.20481927710843378"
"Air Conditioners","Jan","Forecast","35527.8"
"Air Conditioners","Jan","Sales","33836"
"Air Conditioners","Jan","Sales - Forecast","-1691.800000000003"
"Air Conditioners","Jan","(Sales - Forecast)%","-0.0476190476190477"
"Air Conditioners","Feb","Forecast","23975.7"
"Air Conditioners","Feb","Sales","22834"
"Air Conditioners","Feb","Sales - Forecast","-1141.7000000000007"
"Air Conditioners","Feb","(Sales - Forecast)%","-0.04761904761904765"
"Air Conditioners","Mar","Forecast","5827.5"
"Air Conditioners","Mar","Sales","5550"
"Air Conditioners","Mar","Sales - Forecast","-277.5"
"Air Conditioners","Mar","(Sales - Forecast)%","-0.047619047619047616"
"Air Conditioners","Apr","Forecast","12190.5"
"Air Conditioners","Apr","Sales","11610"
"Air Conditioners","Apr","Sales - Forecast","-580.5"
"Air Conditioners","Apr","(Sales - Forecast)%","-0.047619047619047616"
"Air Conditioners","May","Forecast","4349.1"
"Air Conditioners","May","Sales","4142"
"Air Conditioners","May","Sales - Forecast","-207.10000000000036"
"Air Conditioners","May","(Sales - Forecast)%","-0.0476190476190477"
"Air Conditioners","Jun","Forecast","7434"
"Air Conditioners","Jun","Sales","7080"
"Air Conditioners","Jun","Sales - Forecast","-354"
"Air Conditioners","Jun","(Sales - Forecast)%","-0.047619047619047616"
"Air Conditioners","Jul","Forecast","13282.5"
"Air Conditioners","Jul","Sales","12650"
"Air Conditioners","Jul","Sales - Forecast","-632.5"
"Air Conditioners","Jul","(Sales - Forecast)%","-0.047619047619047616"
"Air Conditioners","Aug","Forecast","18251.100000000002"
"Air Conditioners","Aug","Sales","17382"
"Air Conditioners","Aug","Sales - Forecast","-869.1000000000022"
"Air Conditioners","Aug","(Sales - Forecast)%","-0.047619047619047734"
"Air Conditioners","Sep","Forecast","54801.600000000006"
"Air Conditioners","Sep","Sales","52192"
"Air Conditioners","Sep","Sales - Forecast","-2609.600000000006"
"Air Conditioners","Sep","(Sales - Forecast)%","-0.047619047619047714"
"Air Conditioners","Oct","Forecast","29040.9"
"Air Conditioners","Oct","Sales","27658"
"Air Conditioners","Oct","Sales - Forecast","-1382.9000000000015"
"Air Conditioners","Oct","(Sales - Forecast)%","-0.047619047619047665"
"Air Conditioners","Nov","Forecast","32831.4"
"Air Conditioners","Nov","Sales","31268"
"Air Conditioners","Nov","Sales - Forecast","-1563.4000000000015"
"Air Conditioners","Nov","(Sales - Forecast)%","-0.04761904761904765"
"Air Conditioners","Dec","Forecast","27841.800000000003"
"Air Conditioners","Dec","Sales","26516"
"Air Conditioners","Dec","Sales - Forecast","-1325.800000000003"
"Air Conditioners","Dec","(Sales - Forecast)%","-0.047619047619047714"
