Category,SubCategory,Quarter,Month,Value Column Name,Value
"Games and Toys","Download Games","Q4","Nov","Actuals",
"Games and Toys","Download Games","Q4","Dec","Forecast",
"Games and Toys","Download Games","Q4","Dec","Actuals",
"Home Appliances","Air Conditioners","Q1","Jan","Forecast",
"Home Appliances","Air Conditioners","Q1","Jan","Actuals",
"Home Appliances","Air Conditioners","Q1","Feb","Forecast",
"Home Appliances","Air Conditioners","Q1","Feb","Actuals",
"Home Appliances","Air Conditioners","Q1","Mar","Forecast",
"Home Appliances","Air Conditioners","Q1","Mar","Actuals",
"Home Appliances","Air Conditioners","Q2","Apr","Forecast",
"Home Appliances","Air Conditioners","Q2","Apr","Actuals",
"Home Appliances","Air Conditioners","Q2","May","Forecast",
"Home Appliances","Air Conditioners","Q2","May","Actuals",
"Home Appliances","Air Conditioners","Q2","Jun","Forecast",
"Home Appliances","Air Conditioners","Q2","Jun","Actuals",
"Home Appliances","Air Conditioners","Q3","Jul","Forecast",
"Home Appliances","Air Conditioners","Q3","Jul","Actuals",
"Home Appliances","Air Conditioners","Q3","Aug","Forecast",
"Home Appliances","Air Conditioners","Q3","Aug","Actuals",
"Home Appliances","Air Conditioners","Q3","Sep","Forecast",
"Home Appliances","Air Conditioners","Q3","Sep","Actuals",
"Home Appliances","Air Conditioners","Q4","Oct","Forecast",
"Home Appliances","Air Conditioners","Q4","Oct","Actuals",
"Home Appliances","Air Conditioners","Q4","Nov","Forecast",
"Home Appliances","Air Conditioners","Q4","Nov","Actuals",
"Home Appliances","Air Conditioners","Q4","Dec","Forecast",
"Home Appliances","Air Conditioners","Q4","Dec","Actuals",
"Home Appliances","Coffee Machines","Q1","Jan","Forecast","14964.07"
"Home Appliances","Coffee Machines","Q1","Jan","Actuals","18029"
"Home Appliances","Coffee Machines","Q1","Feb","Forecast","22826.66"
"Home Appliances","Coffee Machines","Q1","Feb","Actuals","27502"
"Home Appliances","Coffee Machines","Q1","Mar","Forecast","9555.789999999999"
"Home Appliances","Coffee Machines","Q1","Mar","Actuals","11513"
"Home Appliances","Coffee Machines","Q2","Apr","Forecast","1595.26"
"Home Appliances","Coffee Machines","Q2","Apr","Actuals","1922"
"Home Appliances","Coffee Machines","Q2","May","Forecast","6835.88"
"Home Appliances","Coffee Machines","Q2","May","Actuals","8236"
"Home Appliances","Coffee Machines","Q2","Jun","Forecast","10492.859999999999"
"Home Appliances","Coffee Machines","Q2","Jun","Actuals",
"Home Appliances","Coffee Machines","Q3","Jul","Forecast","12026.699999999999"
"Home Appliances","Coffee Machines","Q3","Jul","Actuals",
"Home Appliances","Coffee Machines","Q3","Aug","Forecast",
"Home Appliances","Coffee Machines","Q3","Aug","Actuals",
"Home Appliances","Coffee Machines","Q3","Sep","Forecast",
"Home Appliances","Coffee Machines","Q3","Sep","Actuals",
"Home Appliances","Coffee Machines","Q4","Oct","Forecast",
"Home Appliances","Coffee Machines","Q4","Oct","Actuals",
"Home Appliances","Coffee Machines","Q4","Nov","Forecast",
"Home Appliances","Coffee Machines","Q4","Nov","Actuals",
"Home Appliances","Coffee Machines","Q4","Dec","Forecast",
"Home Appliances","Coffee Machines","Q4","Dec","Actuals",
"Home Appliances","Fans","Q1","Jan","Forecast",
"Home Appliances","Fans","Q1","Jan","Actuals",
"Home Appliances","Fans","Q1","Feb","Forecast",
"Home Appliances","Fans","Q1","Feb","Actuals",
"Home Appliances","Fans","Q1","Mar","Forecast",
"Home Appliances","Fans","Q1","Mar","Actuals",
"Home Appliances","Fans","Q2","Apr","Forecast",
"Home Appliances","Fans","Q2","Apr","Actuals",
"Home Appliances","Fans","Q2","May","Forecast",
"Home Appliances","Fans","Q2","May","Actuals",
"Home Appliances","Fans","Q2","Jun","Forecast",
"Home Appliances","Fans","Q2","Jun","Actuals",
"Home Appliances","Fans","Q3","Jul","Forecast",
"Home Appliances","Fans","Q3","Jul","Actuals",
"Home Appliances","Fans","Q3","Aug","Forecast",
"Home Appliances","Fans","Q3","Aug","Actuals",
"Home Appliances","Fans","Q3","Sep","Forecast",
"Home Appliances","Fans","Q3","Sep","Actuals",
"Home Appliances","Fans","Q4","Oct","Forecast",
"Home Appliances","Fans","Q4","Oct","Actuals",
"Home Appliances","Fans","Q4","Nov","Forecast",
"Home Appliances","Fans","Q4","Nov","Actuals",
"Home Appliances","Fans","Q4","Dec","Forecast",
"Home Appliances","Fans","Q4","Dec","Actuals",
"Home Appliances","Lamps","Q1","Jan","Forecast","46610.36"
"Home Appliances","Lamps","Q1","Jan","Actuals","37589"
"Home Appliances","Lamps","Q1","Feb","Forecast","21337.92"
"Home Appliances","Lamps","Q1","Feb","Actuals","17208"
"Home Appliances","Lamps","Q1","Mar","Forecast","44044.8"
"Home Appliances","Lamps","Q1","Mar","Actuals","35520"
"Home Appliances","Lamps","Q2","Apr","Forecast","28920.52"
"Home Appliances","Lamps","Q2","Apr","Actuals","23323"
"Home Appliances","Lamps","Q2","May","Forecast","24752.88"
"Home Appliances","Lamps","Q2","May","Actuals","19962"
"Home Appliances","Lamps","Q2","Jun","Forecast","22935.04"
"Home Appliances","Lamps","Q2","Jun","Actuals",
"Home Appliances","Lamps","Q3","Jul","Forecast","49947.2"
"Home Appliances","Lamps","Q3","Jul","Actuals",
"Home Appliances","Lamps","Q3","Aug","Forecast",
"Home Appliances","Lamps","Q3","Aug","Actuals",
"Home Appliances","Lamps","Q3","Sep","Forecast",
"Home Appliances","Lamps","Q3","Sep","Actuals",
"Home Appliances","Lamps","Q4","Oct","Forecast",
"Home Appliances","Lamps","Q4","Oct","Actuals",
"Home Appliances","Lamps","Q4","Nov","Forecast",
"Home Appliances","Lamps","Q4","Nov","Actuals",
"Home Appliances","Lamps","Q4","Dec","Forecast",
"Home Appliances","Lamps","Q4","Dec","Actuals",
"Home Appliances","Microwaves","Q1","Jan","Forecast",
"Home Appliances","Microwaves","Q1","Jan","Actuals",
"Home Appliances","Microwaves","Q1","Feb","Forecast",
"Home Appliances","Microwaves","Q1","Feb","Actuals",
"Home Appliances","Microwaves","Q1","Mar","Forecast",
"Home Appliances","Microwaves","Q1","Mar","Actuals",
"Home Appliances","Microwaves","Q2","Apr","Forecast",
"Home Appliances","Microwaves","Q2","Apr","Actuals",
"Home Appliances","Microwaves","Q2","May","Forecast",
"Home Appliances","Microwaves","Q2","May","Actuals",
"Home Appliances","Microwaves","Q2","Jun","Forecast",
"Home Appliances","Microwaves","Q2","Jun","Actuals",
"Home Appliances","Microwaves","Q3","Jul","Forecast",
"Home Appliances","Microwaves","Q3","Jul","Actuals",
"Home Appliances","Microwaves","Q3","Aug","Forecast",
"Home Appliances","Microwaves","Q3","Aug","Actuals",
"Home Appliances","Microwaves","Q3","Sep","Forecast",
"Home Appliances","Microwaves","Q3","Sep","Actuals",
"Home Appliances","Microwaves","Q4","Oct","Forecast",
"Home Appliances","Microwaves","Q4","Oct","Actuals",
"Home Appliances","Microwaves","Q4","Nov","Forecast",
"Home Appliances","Microwaves","Q4","Nov","Actuals",
"Home Appliances","Microwaves","Q4","Dec","Forecast",
"Home Appliances","Microwaves","Q4","Dec","Actuals",
"Home Appliances","Refrigerators","Q1","Jan","Forecast",
"Home Appliances","Refrigerators","Q1","Jan","Actuals",
"Home Appliances","Refrigerators","Q1","Feb","Forecast",
"Home Appliances","Refrigerators","Q1","Feb","Actuals",
"Home Appliances","Refrigerators","Q1","Mar","Forecast",
"Home Appliances","Refrigerators","Q1","Mar","Actuals",
"Home Appliances","Refrigerators","Q2","Apr","Forecast",
"Home Appliances","Refrigerators","Q2","Apr","Actuals",
"Home Appliances","Refrigerators","Q2","May","Forecast",
"Home Appliances","Refrigerators","Q2","May","Actuals",
"Home Appliances","Refrigerators","Q2","Jun","Forecast",
"Home Appliances","Refrigerators","Q2","Jun","Actuals",
"Home Appliances","Refrigerators","Q3","Jul","Forecast",
"Home Appliances","Refrigerators","Q3","Jul","Actuals",
"Home Appliances","Refrigerators","Q3","Aug","Forecast",
"Home Appliances","Refrigerators","Q3","Aug","Actuals",
"Home Appliances","Refrigerators","Q3","Sep","Forecast",
"Home Appliances","Refrigerators","Q3","Sep","Actuals",
"Home Appliances","Refrigerators","Q4","Oct","Forecast",
"Home Appliances","Refrigerators","Q4","Oct","Actuals",
"Home Appliances","Refrigerators","Q4","Nov","Forecast",
"Home Appliances","Refrigerators","Q4","Nov","Actuals",
"Home Appliances","Refrigerators","Q4","Dec","Forecast",
"Home Appliances","Refrigerators","Q4","Dec","Actuals",
"Home Appliances","Washers & Dryers","Q1","Jan","Forecast","100916.51999999999"
"Home Appliances","Washers & Dryers","Q1","Jan","Actuals","71572"
"Home Appliances","Washers & Dryers","Q1","Feb","Forecast","86999.81999999999"
"Home Appliances","Washers & Dryers","Q1","Feb","Actuals","61702"
"Home Appliances","Washers & Dryers","Q1","Mar","Forecast","62085.119999999995"
"Home Appliances","Washers & Dryers","Q1","Mar","Actuals","44032"
"Home Appliances","Washers & Dryers","Q2","Apr","Forecast","38954.07"
"Home Appliances","Washers & Dryers","Q2","Apr","Actuals","27627"
"Home Appliances","Washers & Dryers","Q2","May","Forecast","91038.06"
"Home Appliances","Washers & Dryers","Q2","May","Actuals","64566"
"Home Appliances","Washers & Dryers","Q2","Jun","Forecast","58038.42"
"Home Appliances","Washers & Dryers","Q2","Jun","Actuals",
"Home Appliances","Washers & Dryers","Q3","Jul","Forecast","103654.73999999999"
"Home Appliances","Washers & Dryers","Q3","Jul","Actuals",
"Home Appliances","Washers & Dryers","Q3","Aug","Forecast",
"Home Appliances","Washers & Dryers","Q3","Aug","Actuals",
"Home Appliances","Washers & Dryers","Q3","Sep","Forecast",
"Home Appliances","Washers & Dryers","Q3","Sep","Actuals",
"Home Appliances","Washers & Dryers","Q4","Oct","Forecast",
"Home Appliances","Washers & Dryers","Q4","Oct","Actuals",
"Home Appliances","Washers & Dryers","Q4","Nov","Forecast",
"Home Appliances","Washers & Dryers","Q4","Nov","Actuals",
"Home Appliances","Washers & Dryers","Q4","Dec","Forecast",
"Home Appliances","Washers & Dryers","Q4","Dec","Actuals",
"Home Appliances","Water Heaters","Q1","Jan","Forecast",
"Home Appliances","Water Heaters","Q1","Jan","Actuals",
"Home Appliances","Water Heaters","Q1","Feb","Forecast",
"Home Appliances","Water Heaters","Q1","Feb","Actuals",
"Home Appliances","Water Heaters","Q1","Mar","Forecast",
"Home Appliances","Water Heaters","Q1","Mar","Actuals",
"Home Appliances","Water Heaters","Q2","Apr","Forecast",
"Home Appliances","Water Heaters","Q2","Apr","Actuals",
"Home Appliances","Water Heaters","Q2","May","Forecast",
"Home Appliances","Water Heaters","Q2","May","Actuals",
"Home Appliances","Water Heaters","Q2","Jun","Forecast",
"Home Appliances","Water Heaters","Q2","Jun","Actuals",
"Home Appliances","Water Heaters","Q3","Jul","Forecast",
"Home Appliances","Water Heaters","Q3","Jul","Actuals",
"Home Appliances","Water Heaters","Q3","Aug","Forecast",
"Home Appliances","Water Heaters","Q3","Aug","Actuals",
"Home Appliances","Water Heaters","Q3","Sep","Forecast",
"Home Appliances","Water Heaters","Q3","Sep","Actuals",
"Home Appliances","Water Heaters","Q4","Oct","Forecast",
"Home Appliances","Water Heaters","Q4","Oct","Actuals",
"Home Appliances","Water Heaters","Q4","Nov","Forecast",
"Home Appliances","Water Heaters","Q4","Nov","Actuals",
"Home Appliances","Water Heaters","Q4","Dec","Forecast",
"Home Appliances","Water Heaters","Q4","Dec","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q1","Jan","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q1","Jan","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q1","Feb","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q1","Feb","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q1","Mar","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q1","Mar","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q2","Apr","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q2","Apr","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q2","May","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q2","May","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q2","Jun","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q2","Jun","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q3","Jul","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q3","Jul","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q3","Aug","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q3","Aug","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q3","Sep","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q3","Sep","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q4","Oct","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q4","Oct","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q4","Nov","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q4","Nov","Actuals",
"Music, Movies and Audio Books","Movie DVD","Q4","Dec","Forecast",
"Music, Movies and Audio Books","Movie DVD","Q4","Dec","Actuals",
"TV and Video","Car Video","Q1","Jan","Forecast",
"TV and Video","Car Video","Q1","Jan","Actuals",
"TV and Video","Car Video","Q1","Feb","Forecast",
"TV and Video","Car Video","Q1","Feb","Actuals",
"TV and Video","Car Video","Q1","Mar","Forecast",
"TV and Video","Car Video","Q1","Mar","Actuals",
"TV and Video","Car Video","Q2","Apr","Forecast",
"TV and Video","Car Video","Q2","Apr","Actuals",
"TV and Video","Car Video","Q2","May","Forecast",
"TV and Video","Car Video","Q2","May","Actuals",
"TV and Video","Car Video","Q2","Jun","Forecast",
"TV and Video","Car Video","Q2","Jun","Actuals",
"TV and Video","Car Video","Q3","Jul","Forecast",
"TV and Video","Car Video","Q3","Jul","Actuals",
"TV and Video","Car Video","Q3","Aug","Forecast",
"TV and Video","Car Video","Q3","Aug","Actuals",
"TV and Video","Car Video","Q3","Sep","Forecast",
"TV and Video","Car Video","Q3","Sep","Actuals",
"TV and Video","Car Video","Q4","Oct","Forecast",
"TV and Video","Car Video","Q4","Oct","Actuals",
"TV and Video","Car Video","Q4","Nov","Forecast",
"TV and Video","Car Video","Q4","Nov","Actuals",
"TV and Video","Car Video","Q4","Dec","Forecast",
"TV and Video","Car Video","Q4","Dec","Actuals",
"TV and Video","Home Theater System","Q1","Jan","Forecast",
"TV and Video","Home Theater System","Q1","Jan","Actuals",
"TV and Video","Home Theater System","Q1","Feb","Forecast",
"TV and Video","Home Theater System","Q1","Feb","Actuals",
"TV and Video","Home Theater System","Q1","Mar","Forecast",
"TV and Video","Home Theater System","Q1","Mar","Actuals",
"TV and Video","Home Theater System","Q2","Apr","Forecast",
"TV and Video","Home Theater System","Q2","Apr","Actuals",
"TV and Video","Home Theater System","Q2","May","Forecast",
"TV and Video","Home Theater System","Q2","May","Actuals",
"TV and Video","Home Theater System","Q2","Jun","Forecast",
"TV and Video","Home Theater System","Q2","Jun","Actuals",
"TV and Video","Home Theater System","Q3","Jul","Forecast",
"TV and Video","Home Theater System","Q3","Jul","Actuals",
"TV and Video","Home Theater System","Q3","Aug","Forecast",
"TV and Video","Home Theater System","Q3","Aug","Actuals",
"TV and Video","Home Theater System","Q3","Sep","Forecast",
"TV and Video","Home Theater System","Q3","Sep","Actuals",
"TV and Video","Home Theater System","Q4","Oct","Forecast",
"TV and Video","Home Theater System","Q4","Oct","Actuals",
"TV and Video","Home Theater System","Q4","Nov","Forecast",
"TV and Video","Home Theater System","Q4","Nov","Actuals",
"TV and Video","Home Theater System","Q4","Dec","Forecast",
"TV and Video","Home Theater System","Q4","Dec","Actuals",
"TV and Video","Televisions","Q1","Jan","Forecast","298380.60000000003"
"TV and Video","Televisions","Q1","Jan","Actuals","284172"
"TV and Video","Televisions","Q1","Feb","Forecast","188958"
"TV and Video","Televisions","Q1","Feb","Actuals","179960"
"TV and Video","Televisions","Q1","Mar","Forecast","150465"
"TV and Video","Televisions","Q1","Mar","Actuals","143300"
"TV and Video","Televisions","Q2","Apr","Forecast","136639.65"
"TV and Video","Televisions","Q2","Apr","Actuals","130133"
"TV and Video","Televisions","Q2","May","Forecast","97807.5"
"TV and Video","Televisions","Q2","May","Actuals","93150"
"TV and Video","Televisions","Q2","Jun","Forecast","158994.15"
"TV and Video","Televisions","Q2","Jun","Actuals",
"TV and Video","Televisions","Q3","Jul","Forecast","151202.1"
"TV and Video","Televisions","Q3","Jul","Actuals",
"TV and Video","Televisions","Q3","Aug","Forecast",
"TV and Video","Televisions","Q3","Aug","Actuals",
"TV and Video","Televisions","Q3","Sep","Forecast",
"TV and Video","Televisions","Q3","Sep","Actuals",
"TV and Video","Televisions","Q4","Oct","Forecast",
"TV and Video","Televisions","Q4","Oct","Actuals",
"TV and Video","Televisions","Q4","Nov","Forecast",
"TV and Video","Televisions","Q4","Nov","Actuals",
"TV and Video","Televisions","Q4","Dec","Forecast",
"TV and Video","Televisions","Q4","Dec","Actuals",
"TV and Video","VCD & DVD","Q1","Jan","Forecast",
"TV and Video","VCD & DVD","Q1","Jan","Actuals",
"TV and Video","VCD & DVD","Q1","Feb","Forecast",
"TV and Video","VCD & DVD","Q1","Feb","Actuals",
"TV and Video","VCD & DVD","Q1","Mar","Forecast",
"TV and Video","VCD & DVD","Q1","Mar","Actuals",
"TV and Video","VCD & DVD","Q2","Apr","Forecast",
"TV and Video","VCD & DVD","Q2","Apr","Actuals",
"TV and Video","VCD & DVD","Q2","May","Forecast",
"TV and Video","VCD & DVD","Q2","May","Actuals",
"TV and Video","VCD & DVD","Q2","Jun","Forecast",
"TV and Video","VCD & DVD","Q2","Jun","Actuals",
"TV and Video","VCD & DVD","Q3","Jul","Forecast",
"TV and Video","VCD & DVD","Q3","Jul","Actuals",
"TV and Video","VCD & DVD","Q3","Aug","Forecast",
"TV and Video","VCD & DVD","Q3","Aug","Actuals",
"TV and Video","VCD & DVD","Q3","Sep","Forecast",
"TV and Video","VCD & DVD","Q3","Sep","Actuals",
"TV and Video","VCD & DVD","Q4","Oct","Forecast",
"TV and Video","VCD & DVD","Q4","Oct","Actuals",
"TV and Video","VCD & DVD","Q4","Nov","Forecast",
"TV and Video","VCD & DVD","Q4","Nov","Actuals",
"TV and Video","VCD & DVD","Q4","Dec","Forecast",
"TV and Video","VCD & DVD","Q4","Dec","Actuals",
