SubCategory,ProductName,Value Column Name,Value
"Laptops","Adventure Works Laptop8.9 E0890","Total Customers","19"
"Laptops","Adventure Works Laptop8.9 E0890","Margin % (Calculated)","0.2197704334058975"
"Laptops","WWI Laptop16 M0160","Sales","18569"
"Laptops","WWI Laptop16 M0160","Margin","6194"
"Laptops","WWI Laptop16 M0160","Margin %","33.35666971834778"
"Laptops","WWI Laptop16 M0160","Total Customers","9"
"Laptops","WWI Laptop16 M0160","Margin % (Calculated)","0.33356669718347787"
"Laptops","Adventure Works Laptop19 X1900","Sales","18186"
"Laptops","Adventure Works Laptop19 X1900","Margin","9586"
"Laptops","Adventure Works Laptop19 X1900","Margin %","52.71087649840537"
"Laptops","Adventure Works Laptop19 X1900","Total Customers","4"
"Laptops","Adventure Works Laptop19 X1900","Margin % (Calculated)","0.5271087649840537"
"Laptops","WWI Laptop15.4W M0156","Sales","12886"
"Laptops","WWI Laptop15.4W M0156","Margin","671"
"Laptops","WWI Laptop15.4W M0156","Margin %","5.207201614154897"
"Laptops","WWI Laptop15.4W M0156","Total Customers","7"
"Laptops","WWI Laptop15.4W M0156","Margin % (Calculated)","0.052072016141548966"
"Laptops","Fabrikam Laptop15.4W M5480","Sales","12128"
"Laptops","Fabrikam Laptop15.4W M5480","Margin","3403"
"Laptops","Fabrikam Laptop15.4W M5480","Margin %","28.059036939313984"
"Laptops","Fabrikam Laptop15.4W M5480","Total Customers","5"
"Laptops","Fabrikam Laptop15.4W M5480","Margin % (Calculated)","0.28059036939313986"
"Laptops","Fabrikam Laptop16W M6080","Sales","11604"
"Laptops","Fabrikam Laptop16W M6080","Margin","479"
"Laptops","Fabrikam Laptop16W M6080","Margin %","4.127886935539469"
"Laptops","Fabrikam Laptop16W M6080","Total Customers","5"
"Laptops","Fabrikam Laptop16W M6080","Margin % (Calculated)","0.04127886935539469"
"Laptops","Fabrikam Laptop15 M5000","Sales","11184"
"Laptops","Fabrikam Laptop15 M5000","Margin","4764"
"Laptops","Fabrikam Laptop15 M5000","Margin %","42.59656652360515"
"Laptops","Fabrikam Laptop15 M5000","Total Customers","4"
"Laptops","Fabrikam Laptop15 M5000","Margin % (Calculated)","0.4259656652360515"
"Laptops","Fabrikam Laptop14.1 M4100","Sales","11134"
"Laptops","Fabrikam Laptop14.1 M4100","Margin","1719"
"Laptops","Fabrikam Laptop14.1 M4100","Margin %","15.439195257768995"
"Laptops","Fabrikam Laptop14.1 M4100","Total Customers","7"
"Laptops","Fabrikam Laptop14.1 M4100","Margin % (Calculated)","0.15439195257768995"
"Laptops","Proseware Laptop12 M210","Sales","10341"
"Laptops","Proseware Laptop12 M210","Margin","-1359"
"Laptops","Proseware Laptop12 M210","Margin %","-13.141862489120975"
"Laptops","Proseware Laptop12 M210","Total Customers","12"
"Laptops","Proseware Laptop12 M210","Margin % (Calculated)","-0.13141862489120976"
"Laptops","WWI Laptop12 M0120","Sales","10341"
"Laptops","WWI Laptop12 M0120","Margin","2541"
"Laptops","WWI Laptop12 M0120","Margin %","24.57209167391935"
"Laptops","WWI Laptop12 M0120","Total Customers","8"
"Laptops","WWI Laptop12 M0120","Margin % (Calculated)","0.2457209167391935"
"Laptops","Proseware Laptop16 M610","Sales","10183"
"Laptops","Proseware Laptop16 M610","Margin","558"
"Laptops","Proseware Laptop16 M610","Margin %","5.479721103800451"
"Laptops","Proseware Laptop16 M610","Total Customers","7"
"Laptops","Proseware Laptop16 M610","Margin % (Calculated)","0.054797211038004515"
"Laptops","Fabrikam Laptop8.9 E0800","Sales","9920"
"Laptops","Fabrikam Laptop8.9 E0800","Margin","1770"
"Laptops","Fabrikam Laptop8.9 E0800","Margin %","17.842741935483872"
"Laptops","Fabrikam Laptop8.9 E0800","Total Customers","10"
"Laptops","Fabrikam Laptop8.9 E0800","Margin % (Calculated)","0.17842741935483872"
"Laptops","WWI Laptop8.9 E0089","Sales","9128"
"Laptops","WWI Laptop8.9 E0089","Margin","828"
"Laptops","WWI Laptop8.9 E0089","Margin %","9.070990359333917"
"Laptops","WWI Laptop8.9 E0089","Total Customers","10"
"Laptops","WWI Laptop8.9 E0089","Margin % (Calculated)","0.09070990359333918"
"Laptops","Adventure Works Laptop15 M1500","Sales","9087"
"Laptops","Adventure Works Laptop15 M1500","Margin","2667"
"Laptops","Adventure Works Laptop15 M1500","Margin %","29.3496203367448"
"Laptops","Adventure Works Laptop15 M1500","Total Customers","4"
"Laptops","Adventure Works Laptop15 M1500","Margin % (Calculated)","0.293496203367448"
"Laptops","Fabrikam Laptop17 M7000","Sales","9009"
"Laptops","Fabrikam Laptop17 M7000","Margin","3354"
"Laptops","Fabrikam Laptop17 M7000","Margin %","37.22943722943723"
"Laptops","Fabrikam Laptop17 M7000","Total Customers","3"
"Laptops","Fabrikam Laptop17 M7000","Margin % (Calculated)","0.3722943722943723"
"Laptops","Fabrikam Laptop14.1W M4180","Sales","8683"
"Laptops","Fabrikam Laptop14.1W M4180","Margin","283"
"Laptops","Fabrikam Laptop14.1W M4180","Margin %","3.2592421973972128"
"Laptops","Fabrikam Laptop14.1W M4180","Total Customers","8"
"Laptops","Fabrikam Laptop14.1W M4180","Margin % (Calculated)","0.03259242197397213"
"Laptops","Fabrikam Laptop15.4 M5400","Sales","8567"
"Laptops","Fabrikam Laptop15.4 M5400","Margin","-3553"
"Laptops","Fabrikam Laptop15.4 M5400","Margin %","-41.47309443212326"
"Laptops","Fabrikam Laptop15.4 M5400","Total Customers","8"
"Laptops","Fabrikam Laptop15.4 M5400","Margin % (Calculated)","-0.41473094432123264"
"Laptops","Fabrikam Laptop10.1 M0100","Sales","8426"
"Laptops","Fabrikam Laptop10.1 M0100","Margin","1601"
"Laptops","Fabrikam Laptop10.1 M0100","Margin %","19.00071208165203"
"Laptops","Fabrikam Laptop10.1 M0100","Total Customers","7"
"Laptops","Fabrikam Laptop10.1 M0100","Margin % (Calculated)","0.1900071208165203"
"Laptops","Fabrikam Laptop17W M7080","Sales","7920"
"Laptops","Fabrikam Laptop17W M7080","Margin","-180"
"Laptops","Fabrikam Laptop17W M7080","Margin %","-2.272727272727273"
"Laptops","Fabrikam Laptop17W M7080","Total Customers","4"
"Laptops","Fabrikam Laptop17W M7080","Margin % (Calculated)","-0.022727272727272728"
"Laptops","Proseware Laptop8.9 E089","Sales","7498"
"Laptops","Proseware Laptop8.9 E089","Margin","858"
"Laptops","Proseware Laptop8.9 E089","Margin %","11.443051480394772"
"Laptops","Proseware Laptop8.9 E089","Total Customers","8"
"Laptops","Proseware Laptop8.9 E089","Margin % (Calculated)","0.11443051480394772"
"Laptops","Fabrikam Laptop12 M2000","Sales","7320"
"Laptops","Fabrikam Laptop12 M2000","Margin","775"
"Laptops","Fabrikam Laptop12 M2000","Margin %","10.587431693989071"
"Laptops","Fabrikam Laptop12 M2000","Total Customers","7"
"Laptops","Fabrikam Laptop12 M2000","Margin % (Calculated)","0.10587431693989072"
"Laptops","Fabrikam Laptop13.3W M3080","Sales","6613"
"Laptops","Fabrikam Laptop13.3W M3080","Margin","1663"
"Laptops","Fabrikam Laptop13.3W M3080","Margin %","25.14743686677756"
"Laptops","Fabrikam Laptop13.3W M3080","Total Customers","5"
"Laptops","Fabrikam Laptop13.3W M3080","Margin % (Calculated)","0.2514743686677756"
"Laptops","Proseware Laptop19W X910","Sales","6495"
"Laptops","Proseware Laptop19W X910","Margin","45"
"Laptops","Proseware Laptop19W X910","Margin %","0.6928406466512702"
"Laptops","Proseware Laptop19W X910","Total Customers","3"
"Laptops","Proseware Laptop19W X910","Margin % (Calculated)","0.006928406466512702"
"Laptops","Fabrikam Laptop8.9 E8002","Sales","6194"
"Laptops","Fabrikam Laptop8.9 E8002","Margin","-446"
"Laptops","Fabrikam Laptop8.9 E8002","Margin %","-7.2005166289958025"
"Laptops","Fabrikam Laptop8.9 E8002","Total Customers","8"
"Laptops","Fabrikam Laptop8.9 E8002","Margin % (Calculated)","-0.07200516628995803"
"Laptops","Fabrikam Laptop16 M6000","Sales","5990"
"Laptops","Fabrikam Laptop16 M6000","Margin","1865"
"Laptops","Fabrikam Laptop16 M6000","Margin %","31.135225375626042"
"Laptops","Fabrikam Laptop16 M6000","Total Customers","3"
"Laptops","Fabrikam Laptop16 M6000","Margin % (Calculated)","0.3113522537562604"
"Laptops","Fabrikam Laptop12W M2080","Sales","5985"
"Laptops","Fabrikam Laptop12W M2080","Margin","910"
"Laptops","Fabrikam Laptop12W M2080","Margin %","15.2046783625731"
"Laptops","Fabrikam Laptop12W M2080","Total Customers","5"
"Laptops","Fabrikam Laptop12W M2080","Margin % (Calculated)","0.15204678362573099"
"Laptops","Fabrikam Laptop8.9 M0801","Sales","5454"
"Laptops","Fabrikam Laptop8.9 M0801","Margin","829"
"Laptops","Fabrikam Laptop8.9 M0801","Margin %","15.1998533186652"
"Laptops","Fabrikam Laptop8.9 M0801","Total Customers","5"
"Laptops","Fabrikam Laptop8.9 M0801","Margin % (Calculated)","0.151998533186652"
"Laptops","Fabrikam Laptop8.9W E0880","Sales","5376"
"Laptops","Fabrikam Laptop8.9W E0880","Margin","246"
"Laptops","Fabrikam Laptop8.9W E0880","Margin %","4.575892857142857"
"Laptops","Fabrikam Laptop8.9W E0880","Total Customers","6"
"Laptops","Fabrikam Laptop8.9W E0880","Margin % (Calculated)","0.04575892857142857"
"Laptops","Fabrikam Laptop10.1 M0101","Sales","5005"
"Laptops","Fabrikam Laptop10.1 M0101","Margin","2065"
"Laptops","Fabrikam Laptop10.1 M0101","Margin %","41.25874125874126"
"Laptops","Fabrikam Laptop10.1 M0101","Total Customers","3"
"Laptops","Fabrikam Laptop10.1 M0101","Margin % (Calculated)","0.4125874125874126"
"Laptops","Adventure Works Laptop16 M1600","Sales","4193"
"Laptops","Adventure Works Laptop16 M1600","Margin","68"
"Laptops","Adventure Works Laptop16 M1600","Margin %","1.6217505366086333"
"Laptops","Adventure Works Laptop16 M1600","Total Customers","3"
"Laptops","Adventure Works Laptop16 M1600","Margin % (Calculated)","0.016217505366086335"
"Laptops","Fabrikam Laptop13.3 M3000","Sales","3420"
"Laptops","Fabrikam Laptop13.3 M3000","Margin","510"
"Laptops","Fabrikam Laptop13.3 M3000","Margin %","14.912280701754385"
"Laptops","Fabrikam Laptop13.3 M3000","Total Customers","3"
"Laptops","Fabrikam Laptop13.3 M3000","Margin % (Calculated)","0.14912280701754385"
"Laptops","Fabrikam Laptop12 M2001","Sales","3064"
"Laptops","Fabrikam Laptop12 M2001","Margin","139"
"Laptops","Fabrikam Laptop12 M2001","Margin %","4.5365535248041775"
"Laptops","Fabrikam Laptop12 M2001","Total Customers","3"
"Laptops","Fabrikam Laptop12 M2001","Margin % (Calculated)","0.04536553524804177"
"Laptops","Adventure Works Laptop12 M1200","Sales","2681"
"Laptops","Adventure Works Laptop12 M1200","Margin","731"
"Laptops","Adventure Works Laptop12 M1200","Margin %","27.265945542707946"
"Laptops","Adventure Works Laptop12 M1200","Total Customers","2"
"Laptops","Adventure Works Laptop12 M1200","Margin % (Calculated)","0.2726594554270794"
"Laptops","Fabrikam Laptop14.1 E4101","Sales","2640"
"Laptops","Fabrikam Laptop14.1 E4101","Margin","-720"
"Laptops","Fabrikam Laptop14.1 E4101","Margin %","-27.272727272727273"
"Laptops","Fabrikam Laptop14.1 E4101","Total Customers","4"
"Laptops","Fabrikam Laptop14.1 E4101","Margin % (Calculated)","-0.2727272727272727"
"Laptops","Fabrikam Laptop12 M2002","Sales","2208"
"Laptops","Fabrikam Laptop12 M2002","Margin","328"
"Laptops","Fabrikam Laptop12 M2002","Margin %","14.855072463768115"
"Laptops","Fabrikam Laptop12 M2002","Total Customers","2"
"Laptops","Fabrikam Laptop12 M2002","Margin % (Calculated)","0.14855072463768115"
"Laptops","Fabrikam Laptop19W M9800","Sales","1199"
"Laptops","Fabrikam Laptop19W M9800","Margin","-786"
"Laptops","Fabrikam Laptop19W M9800","Margin %","-65.55462885738115"
"Laptops","Fabrikam Laptop19W M9800","Total Customers","1"
"Laptops","Fabrikam Laptop19W M9800","Margin % (Calculated)","-0.6555462885738115"
"Coffee Machines","Fabrikam Coffee Maker Super-Auto 12C X125","Sales","89100"
"Coffee Machines","Fabrikam Coffee Maker Super-Auto 12C X125","Margin","11152.5"
"Coffee Machines","Fabrikam Coffee Maker Super-Auto 12C X125","Margin %","12.516835016835017"
"Coffee Machines","Fabrikam Coffee Maker Super-Auto 12C X125","Total Customers","18"
"Coffee Machines","Fabrikam Coffee Maker Super-Auto 12C X125","Margin % (Calculated)","0.12516835016835018"
"Coffee Machines","Adventure Works Coffee Maker Super-Auto 12C X125","Sales","67650"
"Coffee Machines","Adventure Works Coffee Maker Super-Auto 12C X125","Margin","18420"
"Coffee Machines","Adventure Works Coffee Maker Super-Auto 12C X125","Margin %","27.228381374722836"
"Coffee Machines","Adventure Works Coffee Maker Super-Auto 12C X125","Total Customers","12"
"Coffee Machines","Adventure Works Coffee Maker Super-Auto 12C X125","Margin % (Calculated)","0.2722838137472284"
"Coffee Machines","Contoso Coffee Maker Super-Auto 12C X1250","Sales","64350"
"Coffee Machines","Contoso Coffee Maker Super-Auto 12C X1250","Margin","15120"
"Coffee Machines","Contoso Coffee Maker Super-Auto 12C X1250","Margin %","23.496503496503497"
"Coffee Machines","Contoso Coffee Maker Super-Auto 12C X1250","Total Customers","12"
"Coffee Machines","Contoso Coffee Maker Super-Auto 12C X1250","Margin % (Calculated)","0.23496503496503496"
"Coffee Machines","Adventure Works Coffee Maker Auto 10C M100","Sales","44760"
"Coffee Machines","Adventure Works Coffee Maker Auto 10C M100","Margin","-9262.5"
"Coffee Machines","Adventure Works Coffee Maker Auto 10C M100","Margin %","-20.693699731903486"
"Coffee Machines","Adventure Works Coffee Maker Auto 10C M100","Total Customers","21"
"Coffee Machines","Adventure Works Coffee Maker Auto 10C M100","Margin % (Calculated)","-0.20693699731903487"
"Coffee Machines","Adventure Works Coffee Maker 12C M100","Sales","36490"
"Coffee Machines","Adventure Works Coffee Maker 12C M100","Margin","1127.5"
"Coffee Machines","Adventure Works Coffee Maker 12C M100","Margin %","3.0898876404494384"
"Coffee Machines","Adventure Works Coffee Maker 12C M100","Total Customers","21"
"Coffee Machines","Adventure Works Coffee Maker 12C M100","Margin % (Calculated)","0.03089887640449438"
"Coffee Machines","Fabrikam Coffee Maker Auto 10C M100","Sales","32078"
"Coffee Machines","Fabrikam Coffee Maker Auto 10C M100","Margin","-6509.5"
"Coffee Machines","Fabrikam Coffee Maker Auto 10C M100","Margin %","-20.292723985285864"
"Coffee Machines","Fabrikam Coffee Maker Auto 10C M100","Total Customers","15"
"Coffee Machines","Fabrikam Coffee Maker Auto 10C M100","Margin % (Calculated)","-0.20292723985285865"
"Coffee Machines","Fabrikam Coffee Maker 12C M100","Sales","31595"
"Coffee Machines","Fabrikam Coffee Maker 12C M100","Margin","-8380"
"Coffee Machines","Fabrikam Coffee Maker 12C M100","Margin %","-26.523184048108877"
"Coffee Machines","Fabrikam Coffee Maker 12C M100","Total Customers","26"
"Coffee Machines","Fabrikam Coffee Maker 12C M100","Margin % (Calculated)","-0.2652318404810888"
"Coffee Machines","Contoso Coffee Maker Auto 10C M1000","Sales","26856"
"Coffee Machines","Contoso Coffee Maker Auto 10C M1000","Margin","-9159"
"Coffee Machines","Contoso Coffee Maker Auto 10C M1000","Margin %","-34.10411081322609"
"Coffee Machines","Contoso Coffee Maker Auto 10C M1000","Total Customers","14"
"Coffee Machines","Contoso Coffee Maker Auto 10C M1000","Margin % (Calculated)","-0.34104110813226096"
"Coffee Machines","Contoso Coffee Maker 12C M1000","Sales","23140"
"Coffee Machines","Contoso Coffee Maker 12C M1000","Margin","-4535"
"Coffee Machines","Contoso Coffee Maker 12C M1000","Margin %","-19.5980985306828"
"Coffee Machines","Contoso Coffee Maker 12C M1000","Total Customers","18"
"Coffee Machines","Contoso Coffee Maker 12C M1000","Margin % (Calculated)","-0.195980985306828"
"Coffee Machines","Fabrikam Coffee Maker Auto 5C E090","Sales","13040"
"Coffee Machines","Fabrikam Coffee Maker Auto 5C E090","Margin","-3767.5"
"Coffee Machines","Fabrikam Coffee Maker Auto 5C E090","Margin %","-28.891871165644172"
"Coffee Machines","Fabrikam Coffee Maker Auto 5C E090","Total Customers","27"
"Coffee Machines","Fabrikam Coffee Maker Auto 5C E090","Margin % (Calculated)","-0.28891871165644173"
"Coffee Machines","Adventure Works Coffee Maker 5C E090","Sales","9834"
"Coffee Machines","Adventure Works Coffee Maker 5C E090","Margin","-2136"
"Coffee Machines","Adventure Works Coffee Maker 5C E090","Margin %","-21.720561317876754"
"Coffee Machines","Adventure Works Coffee Maker 5C E090","Total Customers","21"
"Coffee Machines","Adventure Works Coffee Maker 5C E090","Margin % (Calculated)","-0.21720561317876755"
"Coffee Machines","Contoso Coffee Maker Auto 5C E0900","Sales","7824"
"Coffee Machines","Contoso Coffee Maker Auto 5C E0900","Margin","-2758.5"
"Coffee Machines","Contoso Coffee Maker Auto 5C E0900","Margin %","-35.2569018404908"
"Coffee Machines","Contoso Coffee Maker Auto 5C E0900","Total Customers","17"
"Coffee Machines","Contoso Coffee Maker Auto 5C E0900","Margin % (Calculated)","-0.35256901840490795"
"Coffee Machines","Contoso Coffee Maker 4C E0800","Sales","6630"
"Coffee Machines","Contoso Coffee Maker 4C E0800","Margin","-2775"
"Coffee Machines","Contoso Coffee Maker 4C E0800","Margin %","-41.8552036199095"
"Coffee Machines","Contoso Coffee Maker 4C E0800","Total Customers","19"
"Coffee Machines","Contoso Coffee Maker 4C E0800","Margin % (Calculated)","-0.41855203619909503"
"Coffee Machines","Contoso Coffee Maker 5C E0900","Sales","6407"
"Coffee Machines","Contoso Coffee Maker 5C E0900","Margin","-1003"
"Coffee Machines","Contoso Coffee Maker 5C E0900","Margin %","-15.654752614328078"
"Coffee Machines","Contoso Coffee Maker 5C E0900","Total Customers","13"
"Coffee Machines","Contoso Coffee Maker 5C E0900","Margin % (Calculated)","-0.1565475261432808"
"Coffee Machines","Adventure Works Coffee Maker 4C E080","Sales","5330"
"Coffee Machines","Adventure Works Coffee Maker 4C E080","Margin","-1600"
"Coffee Machines","Adventure Works Coffee Maker 4C E080","Margin %","-30.0187617260788"
"Coffee Machines","Adventure Works Coffee Maker 4C E080","Total Customers","14"
"Coffee Machines","Adventure Works Coffee Maker 4C E080","Margin % (Calculated)","-0.300187617260788"
"Coffee Machines","Fabrikam Coffee Maker 4C E080","Sales","4810"
"Coffee Machines","Fabrikam Coffee Maker 4C E080","Margin","-2615"
"Coffee Machines","Fabrikam Coffee Maker 4C E080","Margin %","-54.36590436590436"
"Coffee Machines","Fabrikam Coffee Maker 4C E080","Total Customers","15"
"Coffee Machines","Fabrikam Coffee Maker 4C E080","Margin % (Calculated)","-0.5436590436590436"
"Coffee Machines","Adventure Works Coffee Maker Auto 5C E090","Sales","3749"
"Coffee Machines","Adventure Works Coffee Maker Auto 5C E090","Margin","-1853.5"
"Coffee Machines","Adventure Works Coffee Maker Auto 5C E090","Margin %","-49.439850626833824"
"Coffee Machines","Adventure Works Coffee Maker Auto 5C E090","Total Customers","8"
"Coffee Machines","Adventure Works Coffee Maker Auto 5C E090","Margin % (Calculated)","-0.4943985062683382"
"Coffee Machines","Fabrikam Coffee Maker 5C E090","Sales","2235"
"Coffee Machines","Fabrikam Coffee Maker 5C E090","Margin","-615"
"Coffee Machines","Fabrikam Coffee Maker 5C E090","Margin %","-27.516778523489933"
"Coffee Machines","Fabrikam Coffee Maker 5C E090","Total Customers","5"
"Coffee Machines","Fabrikam Coffee Maker 5C E090","Margin % (Calculated)","-0.2751677852348993"
"Lamps","Proseware Floor Lamp X0115","Sales","52152"
"Lamps","Proseware Floor Lamp X0115","Margin","42868"
"Lamps","Proseware Floor Lamp X0115","Margin %","82.19818990642736"
"Lamps","Proseware Floor Lamp X0115","Total Customers","22"
"Lamps","Proseware Floor Lamp X0115","Margin % (Calculated)","0.8219818990642737"
"Lamps","WWI Floor Lamp X115","Sales","44520"
"Lamps","WWI Floor Lamp X115","Margin","36080"
"Lamps","WWI Floor Lamp X115","Margin %","81.04222821203953"
"Lamps","WWI Floor Lamp X115","Total Customers","20"
"Lamps","WWI Floor Lamp X115","Margin % (Calculated)","0.8104222821203954"
"Lamps","Litware Floor Lamp X1015","Sales","33708"
"Lamps","Litware Floor Lamp X1015","Margin","26112"
"Lamps","Litware Floor Lamp X1015","Margin %","77.46529013883945"
"Lamps","Litware Floor Lamp X1015","Total Customers","18"
"Lamps","Litware Floor Lamp X1015","Margin % (Calculated)","0.7746529013883945"
"Lamps","Proseware Floor Lamp M0215","Sales","28476"
"Lamps","Proseware Floor Lamp M0215","Margin","19740"
"Lamps","Proseware Floor Lamp M0215","Margin %","69.32153392330383"
"Lamps","Proseware Floor Lamp M0215","Total Customers","28"
"Lamps","Proseware Floor Lamp M0215","Margin % (Calculated)","0.6932153392330384"
"Lamps","Proseware Chandelier M0815","Sales","26323"
"Lamps","Proseware Chandelier M0815","Margin","18451"
"Lamps","Proseware Chandelier M0815","Margin %","70.09459408122174"
"Lamps","Proseware Chandelier M0815","Total Customers","30"
"Lamps","Proseware Chandelier M0815","Margin % (Calculated)","0.7009459408122175"
"Lamps","WWI Floor Lamp M215","Sales","24408"
"Lamps","WWI Floor Lamp M215","Margin","16296"
"Lamps","WWI Floor Lamp M215","Margin %","66.76499508357915"
"Lamps","WWI Floor Lamp M215","Total Customers","25"
"Lamps","WWI Floor Lamp M215","Margin % (Calculated)","0.6676499508357916"
"Lamps","Litware Floor Lamp M2015","Sales","21357"
"Lamps","Litware Floor Lamp M2015","Margin","14805"
"Lamps","Litware Floor Lamp M2015","Margin %","69.32153392330383"
"Lamps","Litware Floor Lamp M2015","Total Customers","20"
"Lamps","Litware Floor Lamp M2015","Margin % (Calculated)","0.6932153392330384"
"Lamps","Litware Chandelier M8015","Sales","18802"
"Lamps","Litware Chandelier M8015","Margin","13144"
"Lamps","Litware Chandelier M8015","Margin %","69.9074566535475"
"Lamps","Litware Chandelier M8015","Total Customers","23"
"Lamps","Litware Chandelier M8015","Margin % (Calculated)","0.699074566535475"
"Lamps","WWI Chandelier M615","Sales","18170"
"Lamps","WWI Chandelier M615","Margin","13082"
"Lamps","WWI Chandelier M615","Margin %","71.9977985690699"
"Lamps","WWI Chandelier M615","Total Customers","23"
"Lamps","WWI Chandelier M615","Margin % (Calculated)","0.7199779856906989"
"Lamps","Litware Chandelier M6015","Sales","17710"
"Lamps","Litware Chandelier M6015","Margin","12622"
"Lamps","Litware Chandelier M6015","Margin %","71.27046866177301"
"Lamps","Litware Chandelier M6015","Total Customers","23"
"Lamps","Litware Chandelier M6015","Margin % (Calculated)","0.7127046866177301"
"Lamps","Adventure Works Floor Lamp X1150","Sales","17172"
"Lamps","Adventure Works Floor Lamp X1150","Margin","13374"
"Lamps","Adventure Works Floor Lamp X1150","Margin %","77.88259958071279"
"Lamps","Adventure Works Floor Lamp X1150","Total Customers","9"
"Lamps","Adventure Works Floor Lamp X1150","Margin % (Calculated)","0.7788259958071279"
"Lamps","Adventure Works Floor Lamp M2150","Sales","16950"
"Lamps","Adventure Works Floor Lamp M2150","Margin","11022"
"Lamps","Adventure Works Floor Lamp M2150","Margin %","65.02654867256638"
"Lamps","Adventure Works Floor Lamp M2150","Total Customers","18"
"Lamps","Adventure Works Floor Lamp M2150","Margin % (Calculated)","0.6502654867256638"
"Lamps","WWI Chandelier M815","Sales","16115"
"Lamps","WWI Chandelier M815","Margin","11195"
"Lamps","WWI Chandelier M815","Margin %","69.46943841141794"
"Lamps","WWI Chandelier M815","Total Customers","20"
"Lamps","WWI Chandelier M815","Margin % (Calculated)","0.6946943841141794"
"Lamps","Adventure Works Chandelier M6150","Sales","13340"
"Lamps","Adventure Works Chandelier M6150","Margin","9100"
"Lamps","Adventure Works Chandelier M6150","Margin %","68.21589205397301"
"Lamps","Adventure Works Chandelier M6150","Total Customers","20"
"Lamps","Adventure Works Chandelier M6150","Margin % (Calculated)","0.6821589205397302"
"Lamps","Adventure Works Chandelier M8150","Sales","12088"
"Lamps","Adventure Works Chandelier M8150","Margin","8152"
"Lamps","Adventure Works Chandelier M8150","Margin %","67.43878226340172"
"Lamps","Adventure Works Chandelier M8150","Total Customers","16"
"Lamps","Adventure Works Chandelier M8150","Margin % (Calculated)","0.6743878226340172"
"Lamps","Proseware Chandelier M0615","Sales","11960"
"Lamps","Proseware Chandelier M0615","Margin","8144"
"Lamps","Proseware Chandelier M0615","Margin %","68.09364548494983"
"Lamps","Proseware Chandelier M0615","Total Customers","18"
"Lamps","Proseware Chandelier M0615","Margin % (Calculated)","0.6809364548494983"
"Lamps","Proseware Wall Lamp E0215","Sales","9720"
"Lamps","Proseware Wall Lamp E0215","Margin","7036"
"Lamps","Proseware Wall Lamp E0215","Margin %","72.38683127572017"
"Lamps","Proseware Wall Lamp E0215","Total Customers","21"
"Lamps","Proseware Wall Lamp E0215","Margin % (Calculated)","0.7238683127572016"
"Lamps","WWI Wall Lamp E315","Sales","9690"
"Lamps","WWI Wall Lamp E315","Margin","6258"
"Lamps","WWI Wall Lamp E315","Margin %","64.58204334365325"
"Lamps","WWI Wall Lamp E315","Total Customers","33"
"Lamps","WWI Wall Lamp E315","Margin % (Calculated)","0.6458204334365325"
"Lamps","Litware Wall Lamp E2015","Sales","9480"
"Lamps","Litware Wall Lamp E2015","Margin","6552"
"Lamps","Litware Wall Lamp E2015","Margin %","69.11392405063292"
"Lamps","Litware Wall Lamp E2015","Total Customers","22"
"Lamps","Litware Wall Lamp E2015","Margin % (Calculated)","0.6911392405063291"
"Lamps","Adventure Works Wall Lamp E2150","Sales","9360"
"Lamps","Adventure Works Wall Lamp E2150","Margin","6188"
"Lamps","Adventure Works Wall Lamp E2150","Margin %","66.11111111111111"
"Lamps","Adventure Works Wall Lamp E2150","Total Customers","26"
"Lamps","Adventure Works Wall Lamp E2150","Margin % (Calculated)","0.6611111111111111"
"Lamps","WWI Wall Lamp E215","Sales","7560"
"Lamps","WWI Wall Lamp E215","Margin","5242"
"Lamps","WWI Wall Lamp E215","Margin %","69.33862433862434"
"Lamps","WWI Wall Lamp E215","Total Customers","19"
"Lamps","WWI Wall Lamp E215","Margin % (Calculated)","0.6933862433862434"
"Lamps","Adventure Works Wall Lamp E3150","Sales","7548"
"Lamps","Adventure Works Wall Lamp E3150","Margin","4844"
"Lamps","Adventure Works Wall Lamp E3150","Margin %","64.17594064652889"
"Lamps","Adventure Works Wall Lamp E3150","Total Customers","26"
"Lamps","Adventure Works Wall Lamp E3150","Margin % (Calculated)","0.6417594064652888"
"Lamps","Proseware Desk Lamp E0130","Sales","7360"
"Lamps","Proseware Desk Lamp E0130","Margin","5228"
"Lamps","Proseware Desk Lamp E0130","Margin %","71.03260869565217"
"Lamps","Proseware Desk Lamp E0130","Total Customers","24"
"Lamps","Proseware Desk Lamp E0130","Margin % (Calculated)","0.7103260869565218"
"Lamps","Litware Wall Lamp E3015","Sales","6732"
"Lamps","Litware Wall Lamp E3015","Margin","4756"
"Lamps","Litware Wall Lamp E3015","Margin %","70.64765300059418"
"Lamps","Litware Wall Lamp E3015","Total Customers","19"
"Lamps","Litware Wall Lamp E3015","Margin % (Calculated)","0.7064765300059418"
"Lamps","WWI Desk Lamp E130","Sales","6560"
"Lamps","WWI Desk Lamp E130","Margin","4592"
"Lamps","WWI Desk Lamp E130","Margin %","70"
"Lamps","WWI Desk Lamp E130","Total Customers","23"
"Lamps","WWI Desk Lamp E130","Margin % (Calculated)","0.7"
"Lamps","Adventure Works Desk Lamp E1300","Sales","5840"
"Lamps","Adventure Works Desk Lamp E1300","Margin","3954"
"Lamps","Adventure Works Desk Lamp E1300","Margin %","67.70547945205479"
